First Term Gpa,Second Term Gpa,First Language,Funding,School,Fast Track,Coop,Residency,Gender,Previous Education,Age Group,High School Average Mark,Math Score,English Grade,FirstYearPersistence
2.75,2.384615,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,69.81,33.94,8.0,1.0
3.26087,2.461538,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,79.54,35.95,10.0,1.0
4.4375,4.32,3.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,3.0,96.33,48.0,8.0,1.0
3.552632,3.78,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,90.05,45.13,8.0,1.0
1.928571,3.676471,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,57.0,22.0,9.0,1.0
2.717391,2.384615,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,76.26,28.63,8.0,1.0
2.0,2.2,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,64.0,29.04,9.0,1.0
1.75,0.727273,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,58.0,17.0,9.0,1.0
4.238095,4.086957,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,88.0,35.0,9.0,1.0
3.708333,4.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,87.0,46.0,9.0,1.0
2.416667,2.125,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,74.73,29.83,3.0,1.0
2.652174,3.466667,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,72.0,20.0,9.0,1.0
3.916667,4.166667,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,86.08,47.0,7.0,1.0
2.175,2.25,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,58.69,35.85,8.0,1.0
3.630435,3.416667,3.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,83.76,41.0,10.0,1.0
3.205882,2.973684,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,83.03,40.1,10.0,1.0
2.388889,2.692308,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,78.11,28.38,8.0,1.0
4.043478,3.826923,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,91.65,45.36,7.0,1.0
3.1875,2.923077,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,4.0,85.51,23.0,4.0,1.0
3.025,2.772727,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,4.0,81.26,33.51,8.0,1.0
2.6,1.825,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,76.0,32.0,3.0,1.0
2.68,2.190476,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,65.0,19.0,7.0,1.0
3.86,3.722222,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,3.0,78.0,28.0,9.0,1.0
3.363636,2.444444,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,81.6,34.32,7.0,1.0
3.586957,3.416667,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,84.87,42.0,8.0,1.0
2.891304,3.666667,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,78.72,26.0,8.0,1.0
2.0,0.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,73.7,40.0,8.0,1.0
1.9,2.590909,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,67.76,25.98,4.0,1.0
2.75,2.958333,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,79.11,40.32,8.0,1.0
3.880952,3.894737,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,87.0,35.0,9.0,1.0
4.12,4.296296,3.0,4.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,98.25,48.0,10.0,1.0
3.441176,4.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,94.0,27.0,9.0,1.0
2.416667,0.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,77.0,26.0,3.0,1.0
4.238095,4.318182,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,88.96,43.0,4.0,1.0
3.42,2.277778,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,5.0,83.0,31.0,9.0,1.0
3.230769,3.021739,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,81.87,39.94,10.0,1.0
2.729167,2.84,1.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,77.54,38.0,7.0,1.0
1.55,1.105263,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,73.0,18.0,8.0,1.0
2.5,2.5,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,70.0,20.0,9.0,1.0
1.34375,3.142857,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,77.0,19.0,7.0,1.0
3.38,3.875,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,63.0,27.97,7.0,1.0
2.630435,2.821429,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,74.45,46.0,10.0,1.0
4.119048,3.3,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,84.54,48.0,8.0,1.0
3.954545,4.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,5.0,87.13,48.0,8.0,1.0
4.104167,3.7,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,86.98,44.58,10.0,1.0
2.119048,2.68,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,69.97,33.57,8.0,1.0
3.619048,3.738095,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,7.0,78.0,37.0,9.0,1.0
3.23913,3.44,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,82.8,36.23,9.0,1.0
3.36,2.44,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,77.0,33.0,8.0,1.0
3.4375,3.681818,1.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,3.0,92.0,41.0,9.0,1.0
3.6,2.638889,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,77.0,31.18,9.0,1.0
3.645833,3.305556,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,95.0,46.0,10.0,1.0
1.525,1.84375,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,79.0,17.0,9.0,1.0
1.571429,1.710526,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,73.0,32.0,9.0,1.0
2.72,0.909091,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,63.0,16.0,8.0,1.0
3.847826,3.7,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,85.965,43.62,9.0,1.0
3.729167,3.761905,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,98.0,38.0,9.0,1.0
4.173913,3.557692,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,91.0,27.0,7.0,1.0
4.195652,4.115385,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,85.0,41.0,7.0,1.0
2.25,2.666667,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,73.0,20.0,7.0,1.0
3.0625,3.5625,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,83.53,48.0,8.0,1.0
3.26087,3.714286,1.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,2.0,82.0,41.0,7.0,1.0
2.863636,3.125,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,6.0,78.63,17.0,9.0,1.0
4.166667,4.444444,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,93.57,43.0,10.0,1.0
2.176471,2.361111,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,25.0,13.0,3.0,1.0
2.92,2.25,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,87.0,42.0,9.0,1.0
3.84,3.28,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,82.31,39.3,7.0,1.0
3.904762,4.022727,3.0,8.0,6.0,2.0,2.0,1.0,2.0,1.0,5.0,90.14,47.0,4.0,1.0
0.0,3.7,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,4.0,79.0,25.0,9.0,1.0
3.5,3.08,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,82.13,42.53,10.0,1.0
4.134615,4.347826,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,95.94,47.0,9.0,1.0
3.7,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,85.0,32.03,9.0,1.0
4.107143,4.111111,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,96.0,37.13,9.0,1.0
3.225,2.652174,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,72.0,33.0,3.0,1.0
3.272727,2.727273,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,84.0,25.0,7.0,1.0
2.909091,2.795455,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,76.0,38.0,7.0,1.0
2.055556,2.153846,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,76.15,32.52,8.0,1.0
2.615385,2.34,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,72.77,34.1,9.0,1.0
3.97619,3.847826,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,85.0,29.0,9.0,1.0
2.9,2.625,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,66.1,34.0,8.0,1.0
2.690476,3.111111,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,76.01,37.83,9.0,1.0
4.083333,3.980769,3.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,97.53,46.45,9.0,1.0
4.304348,3.673077,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,93.33,46.0,8.0,1.0
2.52,3.225,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,73.0,26.0,9.0,1.0
3.973684,3.75,3.0,8.0,6.0,2.0,2.0,1.0,2.0,0.0,6.0,89.03,39.0,10.0,1.0
4.125,3.275,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,86.36,43.56,9.0,1.0
1.675,2.5,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,71.45,29.84,8.0,1.0
2.82,2.270833,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,48.0,31.73,9.0,1.0
3.388889,3.44,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,83.46,40.5,9.0,1.0
3.065217,2.631579,1.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,4.0,72.1,21.0,7.0,1.0
3.108696,3.22,3.0,8.0,6.0,2.0,2.0,1.0,2.0,0.0,7.0,77.69,19.0,8.0,1.0
4.0,3.94,3.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,89.17,45.0,8.0,1.0
3.108696,2.611111,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,76.65,34.33,9.0,1.0
2.28,1.913043,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,72.0,24.0,7.0,1.0
2.217391,1.263158,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,69.0,16.0,7.0,1.0
2.434783,2.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,74.76,34.0,8.0,1.0
3.428571,3.875,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,85.43,19.0,7.0,1.0
3.68,3.583333,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,80.0,34.0,9.0,1.0
4.108696,4.1,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,90.39,46.0,10.0,1.0
2.4,2.590909,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,74.12,29.97,7.0,1.0
3.295455,2.761905,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,81.54,31.99,10.0,1.0
3.083333,2.019231,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,74.89,32.55,8.0,1.0
2.28,2.42,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,75.23,30.22,8.0,1.0
3.125,3.075,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,75.86,36.7,8.0,1.0
3.934783,3.880952,3.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,89.63,45.0,8.0,1.0
3.26,3.111111,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,85.0,26.0,9.0,1.0
3.3,3.547619,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,88.2,39.74,9.0,1.0
3.6,2.5,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,81.5,43.0,9.0,1.0
2.9375,2.711538,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,75.04,36.41,10.0,1.0
3.913043,3.452381,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,81.86,45.0,8.0,1.0
2.68,2.5,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,71.18,26.59,8.0,1.0
3.76087,3.74,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,86.76,46.99,10.0,1.0
3.826087,3.522727,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,91.0,33.0,4.0,1.0
2.413043,1.3,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,73.09,25.0,8.0,1.0
2.375,2.954545,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,5.0,78.36,32.37,7.0,1.0
3.326087,2.62,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,77.11,35.6,9.0,1.0
4.041667,4.333333,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,83.25,49.0,10.0,1.0
1.96,1.764706,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,75.0,16.0,8.0,1.0
3.608696,3.613636,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,73.0,21.0,9.0,1.0
3.222222,3.423077,3.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,80.86,35.32,4.0,1.0
3.738095,2.454545,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,79.19,39.0,10.0,1.0
3.210526,1.431818,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,65.0,20.0,8.0,1.0
3.595238,2.236842,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,81.0,19.0,10.0,1.0
2.44,2.652174,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,84.0,30.0,7.0,1.0
2.166667,2.590909,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,58.36,31.07,8.0,1.0
2.282609,0.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,74.0,32.0,8.0,1.0
3.333333,3.442308,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,78.18,39.68,10.0,1.0
2.913043,2.772727,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.48,34.4,8.0,1.0
0.363636,0.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,85.0,42.0,7.0,1.0
1.92,0.25,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,73.0,23.0,9.0,1.0
3.652174,3.82,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,86.99,45.62,9.0,1.0
1.636364,0.863636,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,79.0,42.0,7.0,1.0
4.02,3.478261,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,81.0,37.0,7.0,1.0
3.76087,4.027778,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,88.0,40.0,9.0,1.0
4.5,4.409091,3.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,5.0,100.0,50.0,10.0,1.0
4.282609,3.722222,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,92.0,46.0,9.0,1.0
4.369565,3.880952,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,93.93,43.0,7.0,1.0
2.805556,2.519231,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,75.33,32.72,7.0,1.0
4.0625,4.16,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,87.3,48.0,8.0,1.0
3.233333,3.78125,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,81.53,49.0,8.0,1.0
4.434783,4.380952,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,99.0,29.0,9.0,1.0
2.94,3.25,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,83.85,21.0,9.0,1.0
2.54,2.75,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,4.0,73.54,39.58,10.0,1.0
1.730769,2.363636,3.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,73.0,47.0,10.0,1.0
3.684211,2.85,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,88.0,27.0,7.0,1.0
1.357143,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,62.0,23.0,7.0,1.0
3.42,2.636364,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,80.72,38.1,10.0,1.0
4.108696,4.14,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,6.0,97.33,38.47,9.0,1.0
2.847826,0.825,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,1.0,81.0,37.0,9.0,1.0
1.86,2.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,71.0,28.0,9.0,1.0
4.28,4.068182,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,97.0,20.0,9.0,1.0
3.673913,3.714286,3.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,77.64,40.0,4.0,1.0
3.434783,3.134615,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,85.12,41.75,8.0,1.0
3.208333,2.565217,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,79.2,30.85,8.0,1.0
3.88,3.863636,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,69.0,34.0,9.0,1.0
3.452381,2.142857,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,79.09,37.42,9.0,1.0
1.15,1.815789,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,64.31,25.0,8.0,1.0
3.85,4.022727,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,93.05,45.07,7.0,1.0
2.894737,2.740741,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,4.0,78.46,31.26,7.0,1.0
2.131579,2.981481,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,77.42,42.11,10.0,1.0
1.761905,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,74.0,23.8,4.0,1.0
3.02381,2.772727,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,79.8,39.0,4.0,1.0
3.368421,3.456522,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,87.0,34.02,8.0,1.0
3.36,3.56,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,92.0,44.0,8.0,1.0
2.625,2.8,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,76.72,36.27,8.0,1.0
3.825,3.666667,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,83.995,45.05,10.0,1.0
3.76,4.1,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,7.0,86.66,46.0,8.0,1.0
3.473684,2.909091,1.0,8.0,6.0,2.0,2.0,1.0,2.0,2.0,5.0,85.17,22.0,9.0,1.0
2.9,2.825,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,74.0,36.0,10.0,1.0
3.56,3.477273,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,84.0,19.0,10.0,1.0
2.6,2.433333,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,70.0,39.0,9.0,1.0
3.0625,3.282609,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,76.6,48.0,10.0,1.0
4.295455,4.078947,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,5.0,91.4,45.0,10.0,1.0
3.4,3.096154,3.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,3.0,78.91,46.0,8.0,1.0
2.76087,2.229167,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,71.0,34.0,9.0,1.0
3.5,3.42,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,4.0,83.68,39.84,10.0,1.0
2.333333,2.634615,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,78.01,29.35,7.0,1.0
4.136364,3.977273,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,89.0,40.0,7.0,1.0
4.047619,3.76,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,88.0,47.0,9.0,1.0
2.65,3.05,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,84.0,21.0,9.0,1.0
3.261905,2.956522,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,88.0,30.0,9.0,1.0
4.214286,4.071429,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,92.4,37.0,9.0,1.0
3.1,3.022727,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,80.63,40.31,8.0,1.0
2.5625,2.068182,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,76.99,43.0,8.0,1.0
4.105263,4.159091,1.0,8.0,6.0,2.0,2.0,1.0,2.0,0.0,8.0,91.46,32.0,9.0,1.0
4.369565,4.5,3.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,85.0,46.0,10.0,1.0
2.956522,2.704545,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,78.15,32.44,7.0,1.0
4.181818,3.714286,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,86.59,35.0,10.0,1.0
4.357143,4.5,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,5.0,89.01,50.0,9.0,1.0
0.727273,0.692308,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,71.0,27.0,9.0,1.0
3.8125,3.547619,3.0,4.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,83.61,46.0,10.0,1.0
3.73913,2.7,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,77.48,42.95,9.0,1.0
3.14,3.7,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,77.0,33.0,9.0,1.0
3.826087,3.7,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,85.995,44.05,8.0,1.0
3.690476,2.625,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,78.35,44.0,8.0,1.0
3.909091,3.318182,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,83.91,24.0,8.0,1.0
3.309524,3.631579,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,78.0,20.0,9.0,1.0
3.34,3.42,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,72.0,16.0,3.0,1.0
3.1,3.5,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,84.0,32.66,9.0,1.0
4.184211,3.975,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,82.0,30.0,9.0,1.0
4.25,3.865385,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,95.34,46.4,8.0,1.0
2.75,2.875,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,87.0,40.0,9.0,1.0
3.3,3.5,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,81.37,35.25,7.0,1.0
4.104167,4.0625,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,92.0,47.0,4.0,1.0
4.5,4.461538,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,95.93,38.77,9.0,1.0
1.928571,1.617647,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,51.0,19.0,9.0,1.0
2.880952,2.166667,3.0,8.0,6.0,2.0,2.0,1.0,2.0,1.0,4.0,74.0,18.0,9.0,1.0
3.76,4.083333,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,87.37,37.29,3.0,1.0
3.56,3.153846,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,82.83,43.54,8.0,1.0
3.3,3.108696,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,68.0,20.0,7.0,1.0
2.107143,3.0,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,76.39,42.57,8.0,1.0
2.958333,3.160714,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,84.79,36.75,8.0,1.0
3.785714,3.652174,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,29.0,9.0,1.0
2.934783,2.730769,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.03,34.64,8.0,1.0
3.16,2.98,1.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,4.0,93.0,31.0,7.0,1.0
4.04,3.925,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,87.0,38.0,9.0,1.0
2.275,2.636364,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,4.0,75.31,27.15,7.0,1.0
3.043478,2.413043,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,81.0,42.0,7.0,1.0
2.978261,3.04,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,76.71,38.0,10.0,1.0
3.521739,2.782609,1.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,7.0,85.82,33.34,10.0,1.0
4.431818,4.409091,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,98.0,45.0,9.0,1.0
3.522727,3.022727,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,4.0,82.45,25.0,9.0,1.0
3.347826,1.710526,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,69.0,27.0,9.0,1.0
3.145833,2.777778,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,94.0,27.0,9.0,1.0
3.675,3.761905,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,90.97,44.66,8.0,1.0
3.125,1.269231,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,63.0,43.0,4.0,1.0
3.825,3.568182,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,90.7,43.81,8.0,1.0
