First Term Gpa,Second Term Gpa,First Language,Funding,School,Fast Track,Coop,Residency,Gender,Previous Education,Age Group,High School Average Mark,Math Score,English Grade,FirstYearPersistence
1.954545,3.125,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,76.0,33.0,4.0,1.0
2.2,1.47619,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,82.0,23.0,7.0,1.0
3.56,3.175,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,74.0,34.0,9.0,1.0
1.979167,1.605263,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,75.0,27.0,9.0,1.0
4.086957,3.673077,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,77.0,31.0,9.0,1.0
2.23913,3.095238,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,82.0,38.0,8.0,1.0
3.652174,3.625,3.0,4.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,75.94,47.0,9.0,1.0
3.68,3.68,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,85.5,43.48,8.0,1.0
3.086957,2.875,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,76.0,31.0,9.0,1.0
3.44,3.23913,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,78.0,24.0,7.0,1.0
2.545455,2.842105,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,67.0,24.0,7.0,1.0
1.34,0.3,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,68.0,20.0,3.0,1.0
2.730769,3.882353,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,75.0,29.0,7.0,1.0
0.46,2.84375,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,70.44,17.0,7.0,1.0
2.275,1.233333,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,73.0,24.0,7.0,1.0
4.282609,4.238095,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,85.87,48.0,8.0,1.0
3.916667,3.979167,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,86.0,50.0,8.0,1.0
3.464286,3.470588,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,80.01,38.0,8.0,1.0
4.275,4.363636,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,88.0,47.0,9.0,1.0
2.26,2.076923,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,76.54,36.5,8.0,1.0
4.225,3.911765,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,88.12,35.0,8.0,1.0
1.727273,1.9,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,67.0,37.0,9.0,1.0
4.214286,4.047619,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,5.0,86.91,49.0,10.0,1.0
4.0,3.5,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,86.4,43.48,8.0,1.0
2.733333,3.02381,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,67.0,41.0,9.0,1.0
3.9,3.928571,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,94.47,44.95,10.0,1.0
3.152174,2.865385,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,86.48,37.66,8.0,1.0
3.043478,2.730769,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,78.77,34.55,8.0,1.0
2.416667,2.708333,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,4.0,77.23,30.86,8.0,1.0
2.842105,0.736842,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,88.0,23.0,9.0,1.0
3.9,3.727273,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,82.555,44.58,8.0,1.0
2.891304,2.730769,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,82.0,20.0,7.0,1.0
2.456522,2.380952,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,73.37,37.0,9.0,1.0
2.25,2.2,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,83.0,21.7,7.0,1.0
2.456522,2.269231,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,70.1,34.66,8.0,1.0
3.543478,3.038462,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,76.0,28.0,7.0,1.0
4.152174,3.73913,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,4.0,83.0,25.0,9.0,1.0
4.386364,4.363636,3.0,8.0,6.0,2.0,2.0,1.0,2.0,0.0,7.0,82.83,49.0,10.0,1.0
3.738095,3.125,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,87.0,44.34,8.0,1.0
4.285714,4.413043,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,88.1,47.0,10.0,1.0
3.729167,3.653846,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,84.85,44.84,10.0,1.0
4.022727,4.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,97.0,45.0,9.0,1.0
2.825,3.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,77.0,28.0,9.0,1.0
3.571429,2.717391,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,84.0,27.0,9.0,1.0
2.227273,2.62963,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,67.35,33.0,9.0,1.0
3.479167,3.473684,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,78.0,16.0,9.0,1.0
4.4375,4.384615,1.0,8.0,6.0,1.0,1.0,1.0,2.0,2.0,7.0,96.27,48.0,9.0,1.0
3.64,3.047619,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,4.0,61.0,32.46,9.0,1.0
2.7,3.204545,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,77.96,37.08,8.0,1.0
3.3125,3.888889,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,57.0,22.37,7.0,1.0
1.6,2.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,73.02,25.0,8.0,1.0
0.357143,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,3.0,48.01666666666667,26.0,4.0,1.0
3.695652,3.596154,3.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,4.0,88.09,31.9,8.0,1.0
3.717391,3.152174,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,86.0,44.0,9.0,1.0
2.5,2.26,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,71.03,35.92,7.0,1.0
4.066667,3.431034,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,72.0,31.0,9.0,1.0
3.72,2.761905,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,80.9,26.0,9.0,1.0
0.84,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,74.0,24.027333333333335,7.0,1.0
4.065217,3.461538,3.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,82.08,40.0,4.0,1.0
2.673913,3.138889,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.41,42.0,10.0,1.0
3.52381,3.404762,3.0,8.0,6.0,2.0,2.0,1.0,2.0,0.0,7.0,82.28,35.23,4.0,1.0
3.3,2.727273,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,81.84,33.0,7.0,1.0
3.1,2.47619,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,78.0,19.0,7.0,1.0
3.0,3.275,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,87.0,24.0,9.0,1.0
1.809524,1.954545,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,70.83,18.0,9.0,1.0
3.175,2.952381,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,85.0,39.07,9.0,1.0
2.227273,2.590909,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,66.88,29.0,9.0,1.0
2.425,2.767857,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,72.61,29.57,4.0,1.0
3.020833,2.130435,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,81.53,34.0,8.0,1.0
2.409091,2.826087,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,73.0,27.0,4.0,1.0
3.23913,3.25,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,77.79,46.0,9.0,1.0
4.264706,4.166667,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,101.0,38.66,9.0,1.0
2.104167,2.958333,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,75.0,48.0,8.0,1.0
3.565217,1.86,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,82.93,42.09,10.0,1.0
2.090909,1.53125,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,61.0,19.0,4.0,1.0
2.047619,2.368421,1.0,2.0,6.0,2.0,2.0,1.0,1.0,0.0,3.0,74.05,29.0,9.0,1.0
3.130435,2.480769,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,79.0,28.0,9.0,1.0
3.325,3.375,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,6.0,77.77,29.0,7.0,1.0
3.854167,3.791667,3.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,3.0,92.0,48.0,4.0,1.0
2.44,2.788462,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,73.67,31.65,8.0,1.0
3.263158,2.565217,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,85.0,29.25,8.0,1.0
3.217391,3.272727,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,73.0,27.0,9.0,1.0
2.47619,1.681818,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,4.0,57.0,29.0,4.0,1.0
4.0,3.884615,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,96.0,45.0,9.0,1.0
4.309524,4.142857,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,93.0,42.3,9.0,1.0
3.833333,3.28,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,82.23,46.0,8.0,1.0
1.54,0.3,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,62.0,26.0,9.0,1.0
4.113636,3.895833,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,97.63,45.74,10.0,1.0
4.021739,4.315789,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,95.0,30.0,9.0,1.0
2.928571,3.125,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,87.0,37.0,9.0,1.0
3.1,3.295455,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,4.0,81.32,34.26,7.0,1.0
4.065217,3.952381,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,89.66,47.0,4.0,1.0
3.88,3.788462,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,90.11,45.46,8.0,1.0
2.804348,3.25,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,80.0,21.0,8.0,1.0
2.475,1.586957,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,71.0,33.0,9.0,1.0
3.94,3.148148,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,86.4,42.68,10.0,1.0
2.44,1.636364,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,72.68,29.45,8.0,1.0
2.166667,2.033333,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,60.31,33.03,9.0,1.0
4.357143,4.409091,1.0,8.0,6.0,2.0,2.0,1.0,2.0,0.0,5.0,88.84,34.0,9.0,1.0
4.111111,3.5,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,80.0,47.0,10.0,1.0
3.23913,3.309524,3.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,80.0,26.0,8.0,1.0
2.478261,2.576923,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,4.0,75.18,28.44,7.0,1.0
3.869565,2.782609,3.0,8.0,6.0,2.0,2.0,1.0,2.0,0.0,7.0,82.21,38.0,8.0,1.0
2.98,3.673077,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,82.81,36.56,10.0,1.0
3.82,4.083333,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,87.15,29.0,7.0,1.0
2.583333,2.875,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,75.03,38.78,8.0,1.0
3.652174,4.0,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,85.89,46.0,9.0,1.0
3.416667,3.886364,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,82.47,43.55,10.0,1.0
3.1875,4.020833,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,71.02,42.0,8.0,1.0
4.217391,4.24,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,96.67,47.19,9.0,1.0
4.285714,4.409091,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,4.0,91.0,45.0,9.0,1.0
4.166667,4.309524,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,102.0,34.53,9.0,1.0
3.782609,3.227273,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,87.93,44.14,8.0,1.0
2.605263,1.880952,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,65.0,23.0,7.0,1.0
3.886364,4.333333,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,4.0,92.0,48.0,9.0,1.0
3.291667,3.863636,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,66.61,19.0,7.0,1.0
1.47619,1.333333,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,75.0,36.0,8.0,1.0
2.772727,2.678571,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,3.0,81.0,25.0,8.0,1.0
3.804348,4.096154,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,87.73,46.0,8.0,1.0
3.54,3.565217,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,90.1425,42.46,8.0,1.0
4.2,3.956522,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,86.0,49.0,8.0,1.0
3.3125,3.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,6.0,80.45,39.0,8.0,1.0
2.5,0.6,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,71.0,18.0,7.0,1.0
3.666667,2.892857,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,80.67,42.88,7.0,1.0
2.6875,1.294118,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,85.0,28.0,9.0,1.0
2.291667,0.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,89.0,18.0,7.0,1.0
3.142857,2.466667,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,69.0,21.0,9.0,1.0
3.18,3.521739,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,84.0,31.0,7.0,1.0
3.934783,3.9,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,94.36,44.13,10.0,1.0
2.638889,2.038462,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,69.45,33.36,8.0,1.0
4.119048,3.386364,3.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,2.0,87.51,49.0,9.0,1.0
2.916667,2.980769,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,76.85,38.57,10.0,1.0
3.7,2.583333,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,78.0,27.0,9.0,1.0
3.68,3.454545,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,84.64,43.87,10.0,1.0
3.26087,3.4,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,82.0,34.0,9.0,1.0
3.818182,3.078947,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,85.0,35.0,9.0,1.0
0.0,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,65.58145238095238,19.0,9.0,1.0
3.785714,2.788462,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,6.0,82.98,35.0,8.0,1.0
2.434783,1.944444,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,73.25,39.0,4.0,1.0
3.38,3.038462,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,82.3,43.69,10.0,1.0
3.852941,2.222222,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,57.0,48.0,9.0,1.0
2.047619,1.725,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,65.0,21.18,7.0,1.0
4.214286,4.152174,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,73.0,49.0,9.0,1.0
2.0,2.181818,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,6.0,77.0,29.0,4.0,1.0
3.117647,1.14,3.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,53.0,25.0,8.0,1.0
2.090909,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,83.0,41.0,9.0,1.0
3.543478,3.386364,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,79.52,39.63,4.0,1.0
3.326087,2.090909,1.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,3.0,68.26,32.0,9.0,1.0
2.545455,1.947368,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,74.0,22.0,9.0,1.0
3.421053,2.886364,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,80.0,19.0,9.0,1.0
2.545455,0.732143,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,72.68,28.46,10.0,1.0
2.694444,2.269231,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,65.51,32.9,7.0,1.0
2.0625,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,76.0,30.85,9.0,1.0
3.652174,3.714286,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,4.0,75.0,17.0,9.0,1.0
2.25,2.068182,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.52,40.0,8.0,1.0
3.388889,3.458333,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,83.24,40.75,8.0,1.0
2.8,2.980769,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,75.61,40.56,10.0,1.0
3.02,2.958333,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,81.0,20.0,9.0,1.0
3.5,3.477273,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,79.0,34.0,7.0,1.0
4.043478,4.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,91.42,43.0,8.0,1.0
2.826087,2.615385,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,71.47,32.83,8.0,1.0
3.4,3.391304,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,6.0,80.09,18.0,9.0,1.0
2.263158,1.727273,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,76.0,21.0,7.0,1.0
2.58,3.375,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,76.0,27.0,9.0,1.0
4.047619,3.529412,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,4.0,84.33,47.0,9.0,1.0
2.583333,1.525,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,75.29,43.0,7.0,1.0
2.833333,2.818182,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,85.0,32.0,7.0,1.0
2.5625,2.22,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,77.89,49.0,8.0,1.0
3.56,3.7,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,100.0,44.0,8.0,1.0
2.4375,3.227273,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,79.0,24.0,7.0,1.0
2.913043,3.153846,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,82.97,35.5,7.0,1.0
3.125,1.892857,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,83.0,28.0,9.0,1.0
4.25,3.571429,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,93.0,44.0,9.0,1.0
3.6,2.777778,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,83.0,38.0,9.0,1.0
3.270833,2.729167,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,83.35,36.02,10.0,1.0
3.5,3.928571,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,5.0,86.0,41.0,9.0,1.0
4.4,4.166667,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,91.61,47.37,7.0,1.0
4.0,3.238095,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,90.0,39.87,9.0,1.0
2.16,1.166667,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,5.0,61.0,21.0,7.0,1.0
3.020833,2.961538,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,4.0,80.34,37.69,10.0,1.0
4.131579,3.90625,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,98.0,36.0,9.0,1.0
2.833333,1.883333,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,75.25,25.0,8.0,1.0
3.325,3.318182,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,78.64,35.62,4.0,1.0
3.347826,3.5,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,85.75,38.0,7.0,1.0
3.305556,3.673077,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,79.1,36.34,7.0,1.0
2.54,3.108696,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,66.0,12.0,7.0,1.0
3.269231,2.105263,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,67.0,28.0,9.0,1.0
3.454545,3.346154,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,69.0,25.0,9.0,1.0
4.021739,3.880952,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,93.66,44.0,7.0,1.0
2.0,1.833333,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,54.0,21.0,7.0,1.0
4.357143,4.409091,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,82.0,42.0,9.0,1.0
3.804348,3.782609,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,91.48,45.76,8.0,1.0
4.130435,4.095238,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,80.0,44.0,8.0,1.0
2.869565,3.16,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,80.89,37.7,10.0,1.0
1.857143,0.428571,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,74.0,24.0,7.0,1.0
2.184211,0.5625,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,66.0,18.0,9.0,1.0
1.805556,2.473684,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,67.01,37.0,8.0,1.0
4.058824,2.886364,3.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,86.15,43.89,10.0,1.0
3.895833,3.75,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,88.71,46.0,10.0,1.0
3.02,2.2,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,86.0,20.0,7.0,1.0
2.86,2.380952,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,60.0,24.0,4.0,1.0
3.0,2.5,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,75.0,26.0,7.0,1.0
3.818182,1.75,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,82.0,19.0,10.0,1.0
3.73913,3.173077,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,88.14,44.06,8.0,1.0
4.1,4.047619,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,98.11,46.5,9.0,1.0
4.145833,3.5,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,2.0,107.0,34.0,9.0,1.0
3.804348,3.307692,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,89.78,40.37,10.0,1.0
0.736842,0.833333,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,70.0,20.0,9.0,1.0
4.16,4.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,87.0,30.0,9.0,1.0
3.395833,3.673913,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,80.99,42.31,8.0,1.0
2.815789,1.85,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,70.99,30.0,4.0,1.0
3.047619,2.772727,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,80.08,29.0,9.0,1.0
3.875,4.0,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,94.57,44.91,8.0,1.0
3.5,3.25,1.0,2.0,6.0,2.0,1.0,1.0,1.0,0.0,7.0,73.0,32.0,10.0,1.0
3.1,3.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,84.0,30.0,9.0,1.0
3.479167,3.277778,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,6.0,75.14,42.0,8.0,1.0
3.673913,3.075,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,76.0,38.0,9.0,1.0
3.295455,3.159091,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,89.0,20.0,7.0,1.0
3.875,4.115385,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,93.96,45.5,10.0,1.0
3.22,2.857143,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,86.0,39.0,9.0,1.0
3.479167,3.285714,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,86.0,39.0,10.0,1.0
3.583333,1.666667,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,79.4,35.0,9.0,1.0
3.285714,3.526316,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,6.0,71.0,34.0,9.0,1.0
3.181818,2.727273,1.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,79.95,38.0,9.0,1.0
2.25,1.705882,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,92.0,35.0,10.0,1.0
3.58,2.978261,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,87.0,36.0,7.0,1.0
